train_loss,val_loss,train_acc,val_acc,lrs
0.32873027017381456,0.31973606467247007,0.9877777777777778,0.994,0.001
0.320726657655504,0.3250063238143921,0.9918888888888889,0.988,0.001
0.32065734672546387,0.32251222991943357,0.9922222222222222,0.991,0.001
0.3203388788435194,0.3204185092449188,0.9925555555555555,0.993,0.001
0.31782496778170266,0.3213547353744507,0.9953333333333333,0.992,0.001
0.3191270712746514,0.31998772263526915,0.994,0.993,0.001
0.3208276667065091,0.32080128383636475,0.9922222222222222,0.993,0.001
0.3190587844848633,0.32059727668762206,0.9938888888888889,0.992,0.0002
0.3178559199439155,0.32098842334747313,0.9952222222222222,0.992,0.0002
0.3177975508371989,0.3231955327987671,0.9952222222222222,0.99,0.0002
0.3177946843041314,0.3197263224124908,0.9953333333333333,0.993,0.0002
0.31756552539931404,0.31926691937446594,0.9955555555555555,0.994,0.0002
0.3166166855759091,0.32118108081817626,0.9965555555555555,0.991,0.0002
0.3166175136566162,0.32308215808868407,0.9967777777777778,0.991,0.0002
0.31634675216674807,0.3190833044052124,0.9971111111111111,0.994,0.0002
