train_loss,val_loss,train_acc,val_acc,lrs
0.8092171081966824,0.813261583328247,0.5026666666666667,0.5,0.001
0.8132615819507175,0.813261583328247,0.5,0.5,0.001
0.813261583328247,0.813261583328247,0.5,0.5,0.001
0.8132615781360203,0.813261583328247,0.5,0.5,0.001
0.8129378770192465,0.813261583328247,0.5003333333333333,0.5,0.001
0.8135419879489475,0.813261583328247,0.49966666666666665,0.5,0.001
0.8132615843878852,0.813261583328247,0.5,0.5,0.001
0.8131944385104709,0.813261583328247,0.5,0.5,0.0002
0.8132615823745728,0.813261583328247,0.5,0.5,0.0002
0.8132615754869249,0.813261583328247,0.5,0.5,0.0002
0.7311735968589783,0.5337337183952332,0.5735555555555556,0.775,0.0002
0.5315962625079684,0.5235487546920776,0.7732222222222223,0.785,0.0002
0.49413929663764106,0.45091498517990114,0.8101111111111111,0.854,0.0002
0.48494845943980747,0.4363669304847717,0.8211111111111111,0.874,0.0002
0.46641617891523574,0.42709357738494874,0.8384444444444444,0.878,0.0002
