train_loss,val_loss,train_acc,val_acc,lrs
0.07737338811479923,0.013100055180490016,0.9737777777777777,0.995,0.001
0.04389799105376005,0.02804223945364356,0.9866666666666667,0.99,0.001
0.03254666327742032,0.00898587017218233,0.9893333333333333,0.998,0.001
0.03358290600352403,0.010153086637146772,0.99,0.997,0.001
0.025851439473633137,0.01605649808922317,0.9915555555555555,0.996,0.001
0.02363486525945417,0.00839868661798755,0.9931111111111111,0.998,0.001
0.024840441845021106,0.005929636050481349,0.9928888888888889,0.998,0.001
0.02475805353295679,0.1001060805413872,0.9911111111111112,0.971,0.001
0.0258015896701642,0.01006434776110109,0.9936666666666667,0.996,0.001
0.025122959081743224,0.01753536479512695,0.9914444444444445,0.996,0.001
0.027557682791128982,0.032472298775799574,0.991,0.992,0.001
0.023889295654216162,0.01240492733567953,0.9917777777777778,0.998,0.001
0.017550216862828368,0.01081259392053471,0.9938888888888889,0.998,0.001
0.013345770194402171,0.012933946599863702,0.9957777777777778,0.997,0.0002
0.013395464692872743,0.006750478710164316,0.9956666666666667,0.998,0.0002
