train_loss,val_loss,train_acc,val_acc,lrs
0.8111557601292928,0.813261583328247,0.5015555555555555,0.5,0.001
0.8132616888682047,0.813261583328247,0.5,0.5,0.001
0.809750864982605,0.8132615728378296,0.5031111111111111,0.5,0.001
0.8132615764405993,0.8132615728378296,0.5,0.5,0.001
0.8132621974945068,0.8132615747451782,0.5,0.5,0.001
0.8115106767018636,0.8132615728378296,0.49966666666666665,0.5,0.001
0.8127622209125095,0.813261583328247,0.49877777777777776,0.5,0.001
0.8132615807851156,0.813261583328247,0.5,0.5,0.0002
0.8132615789837307,0.813261583328247,0.5,0.5,0.0002
0.8132615730497572,0.813261583328247,0.5,0.5,0.0002
0.8132615793016221,0.813261583328247,0.5,0.5,0.0002
0.7678494653966692,0.368200395822525,0.5386666666666666,0.944,0.0002
0.3943264264530606,0.4782530152797699,0.9168888888888889,0.825,0.0002
0.36384794942537946,0.3390350029468536,0.9482222222222222,0.974,0.0002
0.35450045988294815,0.35185354900360105,0.9568888888888889,0.96,0.0002
