train_loss,val_loss,train_acc,val_acc,lrs
0.19906906602635152,0.04620729146897793,0.93,0.984,0.001
0.08155527571102397,0.04661131951212883,0.9728888888888889,0.982,0.001
0.07313564616984998,0.06562472113966941,0.9776666666666667,0.977,0.001
0.07702711766528794,0.06835264598114736,0.9767777777777777,0.985,0.001
0.058910499224478066,0.03470999428885989,0.9823333333333333,0.988,0.001
0.046359476138359036,0.0285469144245144,0.9857777777777778,0.986,0.001
0.04642932786166461,0.07993903659284114,0.983,0.976,0.001
0.06489824561894587,0.04408654012845364,0.9825555555555555,0.986,0.001
0.030114586694978622,0.058346954139880836,0.9891111111111112,0.982,0.001
0.041084907702842934,0.07824039085395634,0.9885555555555555,0.978,0.001
0.0492625854949078,0.04106960093523958,0.9835555555555555,0.986,0.001
0.04892412175086509,0.04403220359084662,0.988,0.987,0.001
0.018386294473153812,0.03607120248602587,0.9937777777777778,0.988,0.0002
0.011809636389178296,0.042444736118528455,0.9968888888888889,0.989,0.0002
0.013508850602572441,0.047707719994352374,0.9957777777777778,0.985,0.0002
