train_loss,val_loss,train_acc,val_acc,lrs
0.07063864050091555,0.03553079936653376,0.9758888888888889,0.994,0.001
0.04088126685271143,0.04490889622783288,0.9867777777777778,0.985,0.001
0.03133505075471476,0.012661470569670201,0.9893333333333333,0.997,0.001
0.025935534587226965,0.02933571957604727,0.9921111111111112,0.989,0.001
0.02393971956697189,0.02373367201979272,0.9924444444444445,0.994,0.001
0.027707034250152193,0.022041962073766627,0.9912222222222222,0.992,0.001
0.02053902238576686,0.03811657394608483,0.9918888888888889,0.985,0.001
0.022022626825530703,0.022183151369477856,0.9928888888888889,0.995,0.001
0.02133239602298838,0.022783214733586646,0.9933333333333333,0.992,0.001
0.011780243416733963,0.015507392381343379,0.997,0.996,0.0002
0.01019843837214608,0.013212775311767472,0.9965555555555555,0.996,0.0002
0.009580429917445548,0.012082134524429421,0.9974444444444445,0.997,0.0002
0.008673103253953741,0.017874239267319354,0.9971111111111111,0.997,0.0002
0.005795403763892763,0.023895838468732108,0.998,0.996,0.0002
0.007483593760705036,0.015707407614437216,0.9978888888888889,0.997,0.0002
