train_loss,val_loss,train_acc,val_acc,lrs
0.4217131733364529,0.370064359664917,0.8872222222222222,0.942,0.001
0.3902175804509057,0.3553916103839874,0.9198888888888889,0.955,0.001
0.380601434469223,0.37486687064170837,0.9291111111111111,0.936,0.001
0.3780340962939792,0.3554089915752411,0.9315555555555556,0.955,0.001
0.36971555365456477,0.3458040904998779,0.9412222222222222,0.967,0.001
0.3691000486479865,0.3376177954673767,0.9407777777777778,0.975,0.001
0.367174695915646,0.35207612085342405,0.9445555555555556,0.958,0.001
0.3619720819791158,0.33682175612449644,0.9486666666666667,0.977,0.001
0.36039516727129617,0.3439459111690521,0.9508888888888889,0.966,0.001
0.3573411804040273,0.3468643262386322,0.9546666666666667,0.963,0.001
0.3595898029274411,0.3472253255844116,0.9521111111111111,0.962,0.001
0.3571520147058699,0.35336110353469846,0.9547777777777777,0.96,0.001
0.3613121265305413,0.36148424410820007,0.9505555555555556,0.949,0.001
0.3555630543496874,0.3606137773990631,0.9554444444444444,0.952,0.001
0.3468784361415439,0.3412199110984802,0.9654444444444444,0.971,0.0002
