train_loss,val_loss,train_acc,val_acc,lrs
0.37299884348445467,0.3352103891372681,0.9394444444444444,0.978,0.001
0.3464059819645352,0.3288100888729095,0.9654444444444444,0.984,0.001
0.34115434352556867,0.35846652889251707,0.9708888888888889,0.954,0.001
0.33691940103636847,0.3320359613895416,0.9754444444444444,0.979,0.001
0.3366908628675673,0.3297145442962646,0.9755555555555555,0.983,0.001
0.3369305813047621,0.33005148148536684,0.9752222222222222,0.984,0.001
0.33742628248532613,0.3278659834861755,0.975,0.985,0.001
0.3345515261756049,0.34219148993492127,0.9777777777777777,0.97,0.001
0.3336012051900228,0.3252012813091278,0.9785555555555555,0.987,0.001
0.33266437225871615,0.3281269760131836,0.9803333333333333,0.985,0.001
0.3315490374300215,0.3310609068870544,0.9813333333333333,0.982,0.001
0.33160321667459275,0.3295148811340332,0.9806666666666667,0.982,0.001
0.3321911446518368,0.32333868598937987,0.9801111111111112,0.989,0.001
0.3336470353338454,0.3219561493396759,0.9784444444444444,0.989,0.001
0.3329001050260332,0.32183470606803893,0.9793333333333333,0.991,0.001
