train_loss,val_loss,train_acc,val_acc,lrs
0.49036265407668217,0.42061718797683717,0.8144444444444444,0.881,0.001
0.4702937367757161,0.4240725545883179,0.8376666666666667,0.881,0.001
0.44990292363696627,0.4230437936782837,0.8584444444444445,0.886,0.001
0.4399759548770057,0.4052964930534363,0.8676666666666667,0.904,0.001
0.43186646501223247,0.4201472978591919,0.875,0.888,0.001
0.4324620117611355,0.4136415820121765,0.8764444444444445,0.892,0.001
0.42746995475557115,0.4210351858139038,0.8805555555555555,0.889,0.001
0.42847725285424126,0.40385668849945067,0.8814444444444445,0.905,0.001
0.4204285518328349,0.45918354511260984,0.888,0.846,0.001
0.4180402544869317,0.4065509934425354,0.8915555555555555,0.904,0.001
0.4104972495767805,0.3979798765182495,0.8978888888888888,0.915,0.001
0.4129965352747175,0.4071782073974609,0.8958888888888888,0.901,0.001
0.4086833192507426,0.3984038395881653,0.9004444444444445,0.907,0.001
0.40253653809759354,0.3947102060317993,0.906,0.916,0.001
0.4020967520607842,0.41739056491851806,0.9074444444444445,0.894,0.001
