train_loss,val_loss,train_acc,val_acc,lrs
0.34725289164649115,0.32246516370773315,0.9652222222222222,0.99,0.001
0.3368273754649692,0.31905500864982606,0.9755555555555555,0.994,0.001
0.33260928307639226,0.3172830545902252,0.9794444444444445,0.996,0.001
0.33118942385249667,0.3144372322559357,0.9813333333333333,0.999,0.001
0.32725775440533955,0.31860484290122987,0.986,0.994,0.001
0.32673931103282505,0.3170362296104431,0.9856666666666667,0.996,0.001
0.3290423430866665,0.3180560891628265,0.9835555555555555,0.995,0.001
0.3261435396406386,0.3180842554569244,0.9872222222222222,0.995,0.001
0.3274096138742235,0.31661180305480957,0.9861111111111112,0.996,0.001
0.32706389472219677,0.33133985137939453,0.986,0.982,0.001
0.324070092148251,0.3157172594070435,0.9893333333333333,0.997,0.0002
0.32195604779985215,0.3170280065536499,0.991,0.996,0.0002
0.3228225393560198,0.31745806527137754,0.9903333333333333,0.996,0.0002
0.32035721193419564,0.3198958089351654,0.9926666666666667,0.993,0.0002
