train_loss,val_loss,train_acc,val_acc,lrs
0.11124291893964013,0.05188864372530952,0.9543333333333334,0.985,0.001
0.06407381001445982,0.04716966180689633,0.9775555555555555,0.987,0.001
0.05684047329301636,0.02806643543811515,0.9802222222222222,0.987,0.001
0.05094178693751908,0.03185134996334091,0.9813333333333333,0.988,0.001
0.039229668131512074,0.06103779473458417,0.9862222222222222,0.984,0.001
0.04129720639908272,0.04250125325471163,0.9855555555555555,0.984,0.001
0.03802327285003331,0.03676805460825563,0.9868888888888889,0.985,0.001
0.03643100596198605,0.030646166325197555,0.9873333333333333,0.987,0.001
0.03444827816844918,0.05335481075232383,0.9875555555555555,0.981,0.001
0.022362450282348113,0.02026358060212806,0.9913333333333333,0.991,0.0002
0.016385692355895622,0.019907777348737,0.9938888888888889,0.991,0.0002
0.014696906949496932,0.032037809692672455,0.9954444444444445,0.99,0.0002
0.010828966921069272,0.030888608328226836,0.9962222222222222,0.992,0.0002
0.014732050489272095,0.039535015848930925,0.995,0.991,0.0002
0.014195039831981476,0.02648367880980368,0.9958888888888889,0.99,0.0002
