train_loss,val_loss,train_acc,val_acc,lrs
0.18954313402954076,0.13840616424381733,0.9216666666666666,0.949,0.001
0.14862113325070175,0.14370374368876218,0.9436666666666667,0.944,0.001
0.13762277954527075,0.1312965145818889,0.9454444444444444,0.95,0.001
0.12416770639994906,0.13709152412414552,0.949,0.948,0.001
0.11723664001230565,0.13735721368715167,0.9525555555555556,0.948,0.001
0.11328438932903939,0.133250295445323,0.9556666666666667,0.957,0.001
0.10354839918710705,0.13653216582536698,0.9597777777777777,0.951,0.001
0.0951807552078325,0.15743807655782438,0.964,0.956,0.001
0.09210710800749561,0.132515535145998,0.9625555555555556,0.957,0.001
0.07089107794521583,0.14119282477907835,0.9727777777777777,0.954,0.0002
0.0590936655740176,0.16082715724082663,0.9798888888888889,0.956,0.0002
0.05796576850404704,0.14153285472653807,0.9784444444444444,0.956,0.0002
0.04853947357817864,0.1556582182990387,0.9812222222222222,0.956,0.0002
