train_loss,val_loss,train_acc,val_acc,lrs
0.4483159273730384,0.4332530293464661,0.8596666666666667,0.868,0.001
0.4062049323452844,0.4070057566165924,0.9024444444444445,0.902,0.001
0.3897433089680142,0.3719861240386963,0.9222222222222223,0.937,0.001
0.37894068800078495,0.3738659520149231,0.9327777777777778,0.936,0.001
0.3754285318321652,0.3694360318183899,0.9345555555555556,0.938,0.001
0.3697100041707357,0.36203357458114627,0.9428888888888889,0.948,0.001
0.36308113389545016,0.3504319005012512,0.9485555555555556,0.959,0.001
0.3613570552137163,0.3563223457336426,0.9508888888888889,0.956,0.001
0.36104227765401203,0.35616885805130005,0.9517777777777777,0.952,0.001
0.35851659936375085,0.3509061307907104,0.9527777777777777,0.961,0.001
0.3525736700428857,0.341632221698761,0.9598888888888889,0.971,0.001
0.35590396173795064,0.3519841268062592,0.9562222222222222,0.959,0.001
0.357757481124666,0.35688555455207827,0.9538888888888889,0.954,0.001
0.3509056477281782,0.3410044891834259,0.9616666666666667,0.969,0.001
0.3494889831807878,0.34160624504089354,0.963,0.973,0.001
0.3495516970687442,0.34299820399284364,0.9618888888888889,0.969,0.001
0.3491712603304121,0.3530614619255066,0.9622222222222222,0.958,0.001
0.3481124613549974,0.34669654273986816,0.9645555555555556,0.964,0.001
0.3486816052860684,0.33841593527793884,0.9625555555555556,0.976,0.001
0.34847534439298844,0.3466300473213196,0.963,0.965,0.001
