train_loss,val_loss,train_acc,val_acc,lrs
0.22424010094006858,0.0955618019104004,0.9062222222222223,0.96,0.001
0.15026950662003624,0.08429578962922096,0.9444444444444444,0.968,0.001
0.1283194922837946,0.06537264224886895,0.9514444444444444,0.978,0.001
0.11937810181991922,0.07674428837001324,0.959,0.967,0.001
0.1130073315401872,0.05846887290477753,0.9603333333333334,0.974,0.001
0.09834894873036279,0.06538477350771427,0.962,0.975,0.001
0.09613660701281494,0.05306479582190514,0.9644444444444444,0.982,0.001
0.08970577740172545,0.06531864080950618,0.9668888888888889,0.974,0.001
0.08986562759925922,0.05892577405646443,0.9656666666666667,0.98,0.001
0.07454841844571962,0.05266267849691212,0.9737777777777777,0.977,0.001
0.07618646604153845,0.055298115342855454,0.9708888888888889,0.978,0.001
0.06905232452849547,0.07999565037246793,0.9745555555555555,0.974,0.001
0.0680431004948914,0.06985211348161101,0.976,0.98,0.001
0.06117858630832699,0.0871000764966011,0.9775555555555555,0.977,0.001
0.06837270738018883,0.07090011662244797,0.9753333333333334,0.972,0.001
